gene_id,Gene,chr,start,end,strand,Scramble_rep1_promoter,Scramble_rep1_body,Scramble_rep2_promoter,Scramble_rep2_body,KD_rep1_promoter,KD_rep1_body,KD_rep2_promoter,KD_rep2_body,Scramble_promoter,KD_promoter,Scramble_body,KD_body,ratio_log2FC,Rank
ENSG00000183598.4,H3C13,chr1,149813224,149813693,-,0.21854204068437685,0.6948905829935949,0.2227990792516357,0.822264272775223,0.14924016978545115,0.3678609026012136,0.18565491904805823,0.38871287851572545,0.22067055996800627,0.1674475444167547,0.7585774278844089,0.37828689055846954,-0.3270675217746878,1
ENSG00000288608.1,ENSG00000288608,chr7,151061927,151061978,+,0.38056001996574923,0.20092376423817054,0.28610584857272625,0.3119451900323232,0.36861887837590346,0.45041871421477375,0.3619418349490734,0.6713262831463533,0.3333329342692377,0.3652803566624884,0.25643447713524686,0.5608724986805635,0.27249059915206597,2
ENSG00000289360.1,ENSG00000289360,chr7,105040847,105040925,+,0.04850746188667836,-0.1848683547324095,-0.05628695668268483,-0.4787307064502667,-0.010098428317858633,-0.16983260319401056,0.0032635109504772115,0.03918137840735607,-0.003889747398003237,-0.0034174586836907108,-0.3317995305913381,-0.06532561239332724,0.2660016294836983,3
ENSG00000276368.2,H2AC14,chr6,27814301,27814777,-,0.26841138312895785,0.6556704436906245,0.2297815930422221,0.5288476043639063,0.1701685921175904,0.26185632827339556,0.21612870485859456,0.2987906544805825,0.24909648808558998,0.1931486484880925,0.5922590240272654,0.28032349137698903,-0.2559876930527789,4
ENSG00000288914.1,ENSG00000288914,chr7,105040857,105040956,+,0.04823230830195826,-0.1284267201342366,-0.056896701726946046,-0.4671026019736974,-0.010275531155919452,-0.15292982109869369,0.0029637590959755472,0.04563709879011819,-0.004332196712493894,-0.0036558860299719526,-0.297764661053967,-0.05364636115428775,0.2434419892171573,5
ENSG00000221821.4,PEX39,chr6,42890264,42890821,-,0.1801871104486054,0.36021958984421226,0.21263292067575093,0.6018845108162136,0.2004588570561509,0.5438782020072375,0.2526380657136906,0.9639964953359197,0.19641001556217816,0.22654846138492074,0.4810520503302129,0.7539373486715786,0.242746852518623,6
ENSG00000259571.2,BLID,chr11,122115339,122116215,-,-0.0020349808547180147,-0.07305266021338364,-0.01703329752087302,-0.10948233235794594,0.03827125296066515,0.2928605013341987,-0.08398824843915645,-0.0559223174951018,-0.009534139187795517,-0.02285849773924565,-0.09126749628566479,0.11846909191954846,0.22306094675666338,7
ENSG00000289767.1,EBAG9UORF,chr8,109539725,109539800,+,0.02151389872014988,-0.061309799551963806,0.0730734011704044,0.027688733612497646,0.047397802397472336,0.16408533354600272,0.07924369569773262,0.2659733295440674,0.04729364994527714,0.06332074904760249,-0.01681053296973308,0.21502933154503506,0.21581276541244276,8
ENSG00000278588.2,H2BC10,chr6,26272930,26273412,+,0.18106615406577475,0.27891855758201345,0.14255004811850086,0.25073507292142055,0.16146411274809225,0.06873335058408277,0.155637463889434,0.02525152558078255,0.1618081010921378,0.15855078831876313,0.26482681525171703,0.046992438082432655,-0.21457706439590968,9
ENSG00000188342.15,GTF2F2,chr13,45120439,45284908,+,0.06966065445161075,0.026891693119130082,0.14136871528229678,0.027434400511618533,0.38170607183910576,0.03235384044934584,0.257161762694348,0.028590992735694303,0.10551468486695376,0.3194339172667269,0.027163046815374306,0.03047241659252007,-0.21060986262262735,10
ENSG00000292259.1,ENSG00000292259,chr12,111842236,111842368,+,0.22153666349546983,0.2872802138780103,0.14413035453387418,0.0007479251221273885,0.2269672829140909,0.38745096991911077,0.057394836849503916,0.23891726830466228,0.182833509014672,0.1421810598817974,0.14401406950006884,0.31318411911188654,0.20982249874469228,11
ENSG00000288716.1,ENSG00000288716,chr13,77326904,77326988,-,0.09660476498887874,0.3907950396339099,0.0897000278957712,0.24386809801771528,0.06584186556228769,0.06205129383930138,0.07060772249987349,0.1111249535211495,0.09315239644232497,0.06822479403108059,0.3173315688258126,0.08658812368022543,-0.20581584273434278,12
ENSG00000289762.1,SMIM46,chr19,14112323,14112476,-,0.07344752835051623,0.3322116727240724,0.0725171209043765,0.0922458784447776,0.05382423049001091,-0.07897909764760459,0.08310609742475208,0.08714906028867547,0.07298232462744636,0.0684651639573815,0.21222877558442502,0.00408498132053544,-0.2036266335938247,13
ENSG00000289490.1,ENSG00000289490,chr2,202377111,202377168,+,0.29173489587265067,0.45652453522933156,0.2219368188736553,0.15647996752931362,0.24680362777877599,0.05308593502431585,0.2442221454607643,0.13219603739286723,0.25683585737315295,0.24551288661977014,0.3065022513793226,0.09264098620859154,-0.20253829441734822,14
ENSG00000149634.6,SPATA25,chr20,45886490,45887626,-,0.15548151702387258,0.2942485400036135,0.12863469713411177,0.27772595061146665,0.10266490716317093,0.0897768320717429,0.14691709663165967,0.045675220820785525,0.1420581070789922,0.1247910018974153,0.28598724530754005,0.06772602644626421,-0.200994113679699,15
ENSG00000204919.1,PRR20A,chr13,57140917,57143939,+,0.036912697135267084,0.08123677442239999,0.07141249257684103,0.12961357292576806,0.08578493595782129,0.32515747384673627,0.13373004315258002,0.3899846741266137,0.054162594856054055,0.10975748955520065,0.10542517367408402,0.357571073986675,0.19655100561344438,16
ENSG00000204918.3,PRR20B,chr13,57147487,57150509,+,0.16647211440009413,0.1410666307556017,0.022525847401397188,0.03512885931860098,0.17779418402130978,0.3709791880119553,0.21728725746367128,0.40387218474816655,0.09449898090074565,0.19754072074249052,0.08809774503710133,0.3874256863800609,0.1962862015012147,17
ENSG00000129351.20,ILF3,chr19,10654260,10692415,+,0.6125134469702607,0.046480614684161876,0.46525162657031616,0.07202216835726606,0.3982461924372956,0.07315077987993712,0.357655099099502,0.09559292088753142,0.5388825367702884,0.37795064576839876,0.05925139152071397,0.08437185038373426,0.18605234986490993,18
ENSG00000293562.1,ENSG00000293562,chr1,174022121,174022298,-,0.10154092396411579,0.2175953527123241,0.12940786741895136,0.1968039381344103,0.16335271073479316,0.004426279605108466,0.2035508589549863,0.18388374177160235,0.11547439569153357,0.18345178484488972,0.20719964542336722,0.09415501068835541,-0.18102202388836797,19
ENSG00000276966.3,H4C5,chr6,26204609,26205021,+,0.20719273670983968,0.520322112420809,0.2390628405485768,0.5204563091680842,0.20242606572280283,0.3054390322525524,0.18339407863793894,0.3205532254741609,0.22312778862920823,0.19291007218037087,0.5203892107944466,0.31299612886335665,-0.17717536548225257,20
ENSG00000310590.1,ENSG00000310590,chr16,84101969,84101996,-,0.08498094891314395,-0.08873561438586977,0.031192312960265554,0.29419277442826164,0.07487841090694929,-0.14773910575442845,0.041025257273577156,0.0,0.058086630936704756,0.05795183409026322,0.10272858002119593,-0.07386955287721422,-0.17646333605196862,21
ENSG00000288614.1,ENSG00000288614,chr6,53041265,53041385,-,0.050851288220495915,0.05130964983254671,0.03772797430719947,0.1314317056288322,0.07699069851104196,-0.07734136407574017,-0.0025076230961130932,-0.1053828891987602,0.04428963126384769,0.03724153770746443,0.09137067773068945,-0.09136212663725019,-0.17568471081155634,22
ENSG00000227151.4,PRR20D,chr13,57160631,57163653,+,0.09286189244035631,0.08025884996121317,0.12564618808886735,0.12747687052032083,0.14188523143513884,0.2524251840814856,0.23192883603533845,0.4425474764436513,0.10925404026461183,0.18690703373523865,0.103867860240767,0.3474863302625685,0.16596547655117463,23
ENSG00000178386.15,ZNF223,chr19,44051366,44069308,+,0.05404047002841253,0.021652991123785416,0.017159127165796234,0.016716539282587393,0.2000813585760502,0.0287039413973623,0.2716786525430798,0.08614574401642218,0.03559979859710438,0.235880005559565,0.019184765203186405,0.05742484270689224,-0.1620401294587548,24
ENSG00000136938.11,ANP32B,chr9,97983125,98017079,+,0.41515578087128235,0.0573149674557431,0.304077223009881,0.024134357485057222,0.23373455280081998,0.08925121669252094,0.2436230105231516,0.0722147846293499,0.3596165019405817,0.2386787816619858,0.04072466247040016,0.08073300066093542,0.16094605846913113,25
ENSG00000173113.10,TRMT112,chr11,64316459,64318086,-,0.3455478336958913,0.3888490294617473,0.27475441023125313,0.24659248814272985,0.30800161700579337,0.5227366467249782,0.4051101255160756,0.5239939453519913,0.3101511219635722,0.35655587126093446,0.3177207588022386,0.5233652960384847,0.15923978793888388,26
ENSG00000113555.6,PCDH12,chr5,141943580,141969741,-,0.19597895217943007,0.15316686806535756,0.22016504477214766,0.11336552552513035,0.3119808262795414,0.11824900317808563,0.3674493385321693,0.09390609615890735,0.20807199847578886,0.33971508240585535,0.13326619679524396,0.1060775496684965,-0.15883173105681397,27
ENSG00000006125.20,AP2B1,chr17,35578045,35726417,+,0.07427682239329442,0.043761697754365905,0.08331805634545163,0.029115665517679298,0.177641263262999,0.018139162382521442,0.27384622012148613,0.0357386020495162,0.07879743936937303,0.22574374169224257,0.0364386816360226,0.026938882216018818,-0.1564461017428733,28
ENSG00000273983.2,H3C8,chr6,26270917,26271413,-,0.19826642922824247,0.49486465106207517,0.18444958451826823,0.5303230857957275,0.1796672646195425,0.30893381232125383,0.17007469545386267,0.3716641282061896,0.19135800687325535,0.1748709800367026,0.5125938684289013,0.3402989702637217,-0.15580787132862683,29
ENSG00000123810.11,B9D2,chr19,41354416,41364165,-,0.31919420731448916,0.19644877098822475,0.26219816930859813,0.1962796250094119,0.3894577844469104,0.10304510847615529,0.39647044089765404,0.18471825321912527,0.29069618831154365,0.39296411267228226,0.19636419799881832,0.14388168084764028,-0.15475044151191664,30
ENSG00000273542.3,H4C12,chr6,27830917,27831560,-,0.16343241909018252,0.5487247113584545,0.18672360022505746,0.4614101791201075,0.17122711812848593,0.2600526357153619,0.15745662364771124,0.4195367693669318,0.17507800965762,0.1643418708880986,0.5050674452392809,0.33979470254114685,-0.15453660392861274,31
ENSG00000293575.1,ENSG00000293575,chr18,21111058,21111139,-,0.033737668499466966,0.288027067243317,0.07213895238237455,0.05347366207911645,0.020931127751478925,0.059643969813614715,0.04233844702865463,-0.067264569118435,0.05293831044092076,0.031634787390066775,0.17075036466121674,-0.0038102996524101394,-0.15325714126277287,32
ENSG00000184785.6,SMIM10,chrX,134990990,134992473,+,0.11239008693897631,0.21212189784524704,0.0344918105816032,0.16787579946925008,0.051888077462906496,0.0034257442049917207,0.033072466322992114,0.009091873762504884,0.07344094876028975,0.042480271892949305,0.18999884865724856,0.006258808983748303,-0.1527793628061598,33
ENSG00000068654.19,POLR1A,chr2,86020215,86106155,-,0.15976876606961013,0.12853994691680617,0.09538551279972307,0.10073981993832005,0.27109205531271985,0.10665438109795101,0.27957414445420725,0.11429683124122825,0.1275771394346666,0.27533309988346355,0.11463988342756312,0.11047560616958962,-0.15192023770677043,34
ENSG00000288661.1,ENSG00000288661,chrX,63754484,63754664,-,0.018943559143459424,-0.050635248267402254,0.039720577063868404,0.09621606532277333,0.06935058345971629,0.21595490674177806,0.12255551609687973,0.265641134356459,0.029332068103663914,0.09595304977829801,0.022790408527685536,0.24079802054911853,0.1513866303467989,35
ENSG00000172551.12,MUCL1,chr12,54830517,54896008,+,-0.09794842569413595,-0.044838095053087765,-0.06684160952459206,-0.040210736542418773,0.04747795858315658,-0.04170578964115864,0.08923622439103202,-0.041667565145322494,-0.082395017609364,0.06835709148709429,-0.04252441579775327,-0.04168667739324057,-0.14991437069194558,36
