gene_name,baseMean_CPM,case_mean_CPM,control_mean_CPM,log2FoldChange,pvalue,padj
SPARC,35.87954203748191,70.86927257678406,0.889811498179772,5.249060840773083,,
ALPK2,28.551150100565007,56.09384716985961,1.0084530312704083,4.829178650402602,,
MARCHF4,53.62881105677439,103.63905535428437,3.618566759264406,4.501832389873406,,
NECTIN3,10.128265456129315,19.8412855464414,0.4152453658172269,3.88032016495026,,
MAOA,78.09455721013894,145.27409337593934,10.915021044338536,3.617820871456605,,
MAGEB2,5.488015151143367,10.976030302286734,0.0,3.5820778717723725,,
LINC01234,10.949287358342914,20.94944245196074,0.94913226472509,3.4932803958493084,,
ESM1,81.24034911562664,150.02333725673648,12.457360974516808,3.4883040764818083,,
IL2RB,18.78500237808245,35.19717409435217,2.372830661812725,3.4238452782632676,,
SERPINB2,10.80735770421305,20.36897931097442,1.2457360974516807,3.250257691534144,,
TLE1,24.07122972497488,44.16796809141345,3.974491358536315,3.1826790918963073,,
SRGAP1,17.78875648770315,32.611474648140394,2.9660383272659065,3.0831833151459334,,
GDA,99.45875903793262,177.1467967537335,21.770721322131756,2.967814644247923,,
ENSG00000258168,3.1397778989714458,6.2795557979428915,0.0,2.8638504191524086,,
SH3BGRL,5.850491140507292,10.87049154938013,0.8304907316344537,2.6970773033428097,,
TRPS1,4.673186383304616,8.812485867701369,0.5338868989078631,2.67742656137276,,
UBE2L6,11.878765452791956,21.26605871068055,2.4914721949033614,2.672938822277081,,
LCN2,15.882149289575107,27.967769520249853,3.79652905890036,2.5943859008548733,,
OTOP1,2.5065453815318266,5.013090763063653,0.0,2.5881067350903715,,
ANXA1,27.61862683252003,47.703516313784654,7.533737351255403,2.5127763227668005,,
MYLK,13.672565996487037,23.904527533345625,3.4406044596284513,2.487580065554626,,
QPRT,8.280799896688006,14.722656030471148,1.838943762904862,2.4694187769791185,,
PIP5K1B,5.3029640778396425,9.656795890954195,0.94913226472509,2.4508698398145707,,
RYR2,3.156156374201487,6.015708915676383,0.29660383272659063,2.4358511484747014,,
PTPN7,5.73494617460408,10.342797784847116,1.1270945643610444,2.4148204577506434,,
ZNF185,11.13326366449513,19.41913053481499,2.8473967941752703,2.4079669041405425,,
CTHRC1,30.52368084892187,52.030605182955384,9.016756514888355,2.404409781597871,,
CD22,7.377169106889863,13.034035983965499,1.7203022298142256,2.367091115511892,,
IL1RAPL1,11.838919728664102,20.474518063881025,3.203321393447179,2.353024077575254,,
CASC8,14.902461002284433,25.59314757985128,4.2117744247175875,2.3512079976479168,,
PDZRN3,13.972445524259639,23.851758156892327,4.093132891626951,2.2867226538844654,,
LINC03033,3.4858754131053296,6.437863927302796,0.5338868989078631,2.2776962449734284,,
DHRS2,30.628861346111304,51.291833912609164,9.965888779613445,2.253562920998175,,
ENSG00000251076,1.8469281758655565,3.693856351731113,0.0,2.230773691069378,,
RIN2,48.914218192206135,81.15930098517788,16.669135399234396,2.2171924607294327,,
UST,8.468589281461984,14.564347901111244,2.372830661812725,2.2062133409864098,,
AFF3,23.248595672034018,38.78549169317668,7.711699650891357,2.191216307886303,,
ENSG00000290058,12.151902036620733,20.210671181614515,4.093132891626951,2.0581650075373,,
DDIT3,28.382708023941394,46.384281902452116,10.381134145430673,2.0577642429477665,,
ARHGAP30,3.093380784751576,5.593553904049971,0.5932076654531813,2.0491219566763346,,
PRRX1,2.905412272119012,5.276937645330161,0.5338868989078631,2.0328687676596284,,
ENSG00000280614,1.6918957415516596,3.324470716558001,0.05932076654531813,2.0293840589953613,,
OGFRL1,11.779240706401616,19.524669287721597,4.033812125081633,2.027635698668615,,
NIBAN1,25.319166750321063,41.26565238648186,9.372681114160264,2.026696870757722,,
DAB2,5.738042741791503,9.815104020314099,1.6609814632689075,2.023017175780465,,
MITF,18.334850527502123,30.025775201928614,6.64392585307563,2.021081568413283,,
ENSG00000260920,3.607792641241974,6.3850945508494945,0.8304907316344537,2.012385923001917,,
AK5,10.02820332616322,16.675122959243307,3.3812836930831334,2.012294712424816,,
RFTN1,3.8781909136004993,6.807249562475908,0.94913226472509,2.0019823941563275,,
RRAD,3.123041168024235,5.593553904049971,0.6525284319984994,1.9963811890643752,,
ILDR2,7.413201752395953,12.453572842979181,2.372830661812725,1.9959575652412924,,
TNFRSF8,1.7215561248243187,3.324470716558001,0.11864153309063626,1.950775767252907,,
HEPHL1,9.797292522215379,16.09465981825699,3.4999252261737697,1.9255727796438773,,
AMIGO2,5.80063920338283,9.762334643860799,1.838943762904862,1.9225648958601103,,
STK38L,169.3004119025777,268.0684323827722,70.53239142238326,1.911304562550219,,
ENSG00000274021,4.613507361042128,7.86263709154194,1.364377630542317,1.9062755624481122,,
GATA6,2.8591942857577273,5.065860139516955,0.6525284319984994,1.8760371404087306,,
TMEM229B,6.021543794334061,10.026181526127306,2.0169060625408166,1.8697915770257627,,
CD163L1,12.079120234174214,19.471899911268295,4.686340557080132,1.8480725887919576,,
ZNF556,1.8336462678229386,3.4300094694646046,0.2372830661812725,1.8401341841464678,,
MB21D2,13.16398901865432,21.107750581320644,5.220227455987995,1.8295129996554018,,
PLCXD2,11.40640024832391,18.36374300574896,4.449057490898859,1.8292792346652036,,
OTULINL,5.972050112926768,9.8678733967674,2.0762268290861345,1.8208358732725605,,
KLRG1,3.2680673893415224,5.646323280503273,0.889811498179772,1.8143141301059864,,
BHLHE41,5.919280736473467,9.762334643860799,2.0762268290861345,1.806757280643981,,
GLIS3,3.7824792458319205,6.437863927302796,1.1270945643610444,1.8060041819741972,,
UNC13D,190.5940328558194,296.30004878528854,84.88801692635025,1.7913909339018192,,
BICD1,58.326872764761355,91.02717438194527,25.626571147577433,1.789193275840139,,
RAB27B,1.3488947946051992,2.6384688226650805,0.05932076654531813,1.7801919392989651,,
SLC16A7,1.5929083787370728,3.0078544578381914,0.1779622996359544,1.766536752276485,,
ZNF461,5.896171743292824,9.656795890954195,2.1355475956314525,1.7649844135594672,,
TPST1,23.165270273015135,36.30533099987151,10.025209546158763,1.7585757329267633,,
DOC2A,5.084976926217251,8.390330856074957,1.779622996359544,1.756286768516873,,
DTX4,15.02038602394073,23.69345002753242,6.347322020349039,1.7488380037216855,,
COL6A3,5.058592237990599,8.337561479621654,1.779622996359544,1.7481566150717973,,
CAMK1D,10.581923523205718,16.833431088603213,4.330415957808224,1.7422642761813838,,
PROCR,4.3825965570942875,7.282173950555622,1.4830191636329533,1.7379141078611853,,
ABL2,79.27237440383323,122.47772274811302,36.06702605955342,1.7360425058153486,,
TIMP3,29.644822596623115,46.1204350201856,13.169210173060625,1.7335935172277699,,
LINC01602,1.1609262819726354,2.3218525639452707,0.0,1.731988042600332,,
AOC2,3.4625872920661025,5.857400786316479,1.0677737978157262,1.7295834721350705,,
S100A5,3.3273881558868403,5.646323280503273,1.0084530312704083,1.7264717445520004,,
ACSL5,39.613167772665264,61.370784815189765,17.855550730140756,1.7258811234280895,,
IFI35,6.38747460660258,10.342797784847116,2.432151428358043,1.7245914237293447,,
PI3,2.2985644429060432,4.063241986904224,0.5338868989078631,1.7228693267443096,,
MYH15,6.605103502507802,10.659414043566924,2.5507929614486797,1.7152821384621955,,
GPRC5A,448.26582630898605,686.4768182810006,210.05483433697148,1.7036931912014057,,
LDHBP2,16.197511653284824,25.276531321131472,7.118491985438176,1.6944911668061604,,
LINC00520,1.2433560416985958,2.4273913168518737,0.05932076654531813,1.6939714093444114,,
ZNF546,6.255551165469325,10.078950902580607,2.432151428358043,1.6906361631201623,,
PELO-AS1,2.4898086505846155,4.327088869170732,0.6525284319984994,1.688672255132565,,
PAPSS2,7.366804638176083,11.76757094908626,2.9660383272659065,1.6867135513350284,,
GPATCH11,39.53383458012672,60.73755229775015,18.330116862503303,1.6752979261494736,,
MGLL,29.997471500849016,46.17320439663891,13.821738605059124,1.670252916880046,,
PVT1,145.9404939925709,222.4756911271196,69.40529685802221,1.666362031335343,,
ZNF420,18.10340233997853,28.020538896703155,8.186265783253901,1.6595238794654237,,
ENSG00000250899,21.925189926362545,33.82517030656633,10.025209546158763,1.6593243320586621,,
KRT81,44.6151775555808,68.23080375411898,20.99955135704262,1.6539399948485136,,
ZFP69B,5.853229451977547,9.392949008687687,2.313509895267407,1.649172945444274,,
FLNC,3.7659216427432947,6.2267864214895905,1.3050568639969988,1.6485519166233924,,
ZNF93,1.896242729414265,3.377240093011303,0.4152453658172269,1.6289693188278482,,
ANO2,1.4082155611505174,2.6384688226650805,0.1779622996359544,1.6270380817413481,,
EXT1,60.531926467793326,91.8187150287448,29.24513790684184,1.6177124862802046,,
ENSG00000248112,1.273016424971255,2.4273913168518737,0.11864153309063626,1.615363117601957,,
ZNF850,23.92006176287423,36.569177882138014,11.270945643610446,1.614303113553004,,
RPL13AP20,3.198740409799594,5.329707021783462,1.0677737978157262,1.6140603522904104,,
LINC01139,1.0290028408393814,2.058005681678763,0.0,1.6125910871834006,,
TMCC1-DT,2.575514105356584,4.379858245624033,0.7711699650891356,1.602865496882263,,
